Price,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,BTC-USD,DIA,ETH-USD,GOOG,MSFT,SPY,AAPL,BTC-USD,DIA,ETH-USD,GOOG,MSFT,SPY,AAPL,BTC-USD,DIA,ETH-USD,GOOG,MSFT,SPY,AAPL,BTC-USD,DIA,ETH-USD,GOOG,MSFT,SPY,AAPL,BTC-USD,DIA,ETH-USD,GOOG,MSFT,SPY
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-16,28.57816505432129,250.89500427246094,145.54908752441406,,26.251455307006836,39.73876190185547,176.37733459472656,28.634156757683492,251.74200439453125,145.6709081479822,,26.325516112068808,40.09426889869496,176.46122905361497,28.302686830668723,236.1219940185547,144.46889922206728,,26.12272109400933,39.27920165641321,175.0938287368166,28.450504039004716,236.76499938964844,144.62321360707952,,26.26388220194734,39.322555522820366,175.26998917978617,125976400.0,41612000,3276900.0,,21436000.0,27070300.0,85308200.0
2015-06-17,28.510976791381836,249.28399658203125,145.7685089111328,,26.30662727355957,39.86014175415039,176.66256713867188,28.64087624799022,256.8529968261719,146.30454497081502,,26.392119532276684,39.94684946021568,177.27496856859182,28.385554210588214,246.4759979248047,144.96446721436067,,26.099856180884668,39.331216147166046,175.63073178763267,28.605042445428634,250.822998046875,145.91470619684213,,26.31209556236926,39.65203862883196,176.66256713867188,131672400.0,43858400,3650900.0,,25884000.0,28704100.0,126708600.0
2015-06-18,28.640878677368164,249.0070037841797,147.27098083496094,,26.677921295166016,40.51047134399414,178.49977111816406,28.737184486222425,252.10800170898438,147.7664056807628,,26.748500901449802,40.57983686763603,178.9695494648563,28.493061452575215,244.1269989013672,146.3044952839092,,26.38267541044449,40.03356889782145,176.69615507986353,28.495301599403838,249.42799377441406,146.3613532070285,,26.39311331965877,40.07692607124656,177.26659655784698,141628800.0,30980200,6542800.0,,36662000.0,32658300.0,165867900.0
2015-06-19,28.35420036315918,244.6060028076172,146.38333129882812,,26.675933837890625,39.97288131713867,177.70738220214844,28.627440169415465,250.9770050048828,147.1813802378133,,26.75347395083823,40.6058604606022,178.33118771672724,28.309407680609198,243.78700256347656,146.35890249718946,,26.49302108190719,39.87750411532763,177.32804639930612,28.602803681393585,249.04299926757812,147.09994261525998,,26.70178117423252,40.57117603756802,178.25532312871178,218867600.0,23965300,3964000.0,,37870000.0,63837000.0,130478700.0
2015-06-20,28.35420036315918,245.21200561523438,146.38333129882812,,26.675933837890625,39.97288131713867,177.70738220214844,28.627440169415465,245.8280029296875,147.1813802378133,,26.75347395083823,40.6058604606022,178.33118771672724,28.309407680609198,240.6269989013672,146.35890249718946,,26.49302108190719,39.87750411532763,177.32804639930612,28.602803681393585,244.52999877929688,147.09994261525998,,26.70178117423252,40.57117603756802,178.25532312871178,218867600.0,20608100,3964000.0,,37870000.0,63837000.0,130478700.0
2015-06-21,28.35420036315918,243.94400024414062,146.38333129882812,,26.675933837890625,39.97288131713867,177.70738220214844,28.627440169415465,245.2239990234375,147.1813802378133,,26.75347395083823,40.6058604606022,178.33118771672724,28.309407680609198,241.8820037841797,146.35890249718946,,26.49302108190719,39.87750411532763,177.32804639930612,28.602803681393585,245.10000610351562,147.09994261525998,,26.70178117423252,40.57117603756802,178.25532312871178,218867600.0,10600900,3964000.0,,37870000.0,63837000.0,130478700.0
2015-06-22,28.580406188964844,246.99000549316406,147.32801818847656,,26.750490188598633,40.085601806640625,178.61776733398438,28.68119057500859,247.91700744628906,147.80032927171666,,27.026350575282244,40.51047769593542,179.207846584519,28.46170404713027,243.7790069580078,147.1244364677166,,26.717684247225346,40.024905723554006,178.40702382573895,28.5535295552786,243.968994140625,147.41759464263663,,26.820076250811077,40.17231285939898,178.63463041621765,136157200.0,17692500,4048300.0,,25006000.0,20318100.0,70696000.0
2015-06-23,28.45050621032715,244.29600524902344,147.49081420898438,,26.86431312561035,39.80813980102539,178.7441864013672,28.580407382136904,247.3040008544922,147.85727108071782,,26.914961159882445,40.12896248139246,179.08138369091796,28.416910843999617,243.13299560546875,147.18951737507032,,26.604358942219438,39.55668266693462,178.34800048813227,28.551292309309744,246.927001953125,147.49081420898438,,26.82256148909225,39.998900841741005,178.82848893944524,121075600.0,15108700,3116800.0,,23950000.0,25896500.0,68476800.0
2015-06-24,28.692392349243164,240.51499938964844,146.09829711914062,,26.73309326171875,39.57402038574219,177.44606018066406,29.07089686012433,244.34100341796875,147.3686442690677,,26.840454884062893,40.1029462602426,178.8538254803708,28.47066565345941,240.51499938964844,146.08200711255242,,26.624738094523426,39.49598208773904,177.42077198495642,28.490821849107295,244.28199768066406,147.0347674749977,,26.840454884062893,39.60003204918036,178.47448968199123,221123600.0,17344900,4328900.0,,25732000.0,34890900.0,92307300.0
2015-06-25,28.555768966674805,242.7989959716797,145.47938537597656,,26.603363037109375,39.58267593383789,176.906494140625,28.936511869404658,243.33200073242188,146.67644600511792,,26.88518847476711,39.938182846227285,178.07822728731873,28.555768966674805,240.36500549316406,145.43052778713536,,26.603363037109375,39.45261105782512,176.83062958055913,28.860363972351166,240.36500549316406,146.61944962668085,,26.78428868827557,39.91216788641242,177.9517863538756,127752400.0,16133100,3602700.0,,26714000.0,20616000.0,97107400.0
2015-06-26,28.387792587280273,243.593994140625,145.8703155517578,,26.427410125732422,39.244510650634766,176.87281799316406,28.665510947559248,243.74899291992188,146.4403416386334,,26.729117850422952,40.12894326912459,177.51347362842807,28.334041032423627,241.55299377441406,145.50385867210363,,26.41051038245263,39.045080252497954,176.31645204364472,28.59384163817335,242.60400390625,145.93546316534884,,26.704265955980205,39.582678690279714,177.26900395541367,176267200.0,13983500,4855500.0,,42182000.0,49835300.0,104174800.0
2015-06-27,28.387792587280273,250.99000549316406,145.8703155517578,,26.427410125732422,39.244510650634766,176.87281799316406,28.665510947559248,251.33900451660156,146.4403416386334,,26.729117850422952,40.12894326912459,177.51347362842807,28.334041032423627,243.11700439453125,145.50385867210363,,26.41051038245263,39.045080252497954,176.31645204364472,28.59384163817335,243.5489959716797,145.93546316534884,,26.704265955980205,39.582678690279714,177.26900395541367,176267200.0,20488600,4855500.0,,42182000.0,49835300.0,104174800.0
2015-06-28,28.387792587280273,249.01100158691406,145.8703155517578,,26.427410125732422,39.244510650634766,176.87281799316406,28.665510947559248,251.1719970703125,146.4403416386334,,26.729117850422952,40.12894326912459,177.51347362842807,28.334041032423627,247.4340057373047,145.50385867210363,,26.41051038245263,39.045080252497954,176.31645204364472,28.59384163817335,250.9550018310547,145.93546316534884,,26.704265955980205,39.582678690279714,177.26900395541367,176267200.0,15137600,4855500.0,,42182000.0,49835300.0,104174800.0
2015-06-29,27.890594482421875,257.0639953613281,143.02835083007812,,25.921916961669922,38.472816467285156,173.16371154785156,28.325090763788303,257.1730041503906,145.12117655588997,,26.274322036880285,39.21851505733025,176.88122984634956,27.879397163986315,248.58099365234375,142.98763200717764,,25.8732067153439,38.46414701498433,173.08784697753822,28.098883743117657,248.7209930419922,144.62443673804032,,26.095385354658436,39.053769002104225,175.3807372072629,196645600.0,34742900,8888700.0,,38756000.0,34081700.0,202621300.0
2015-06-30,28.092159271240234,263.0719909667969,143.1748504638672,,25.871713638305664,38.28205490112305,173.52621459960938,28.246696929171893,267.86700439453125,144.14388828566044,,26.157018396198655,38.77629632483158,174.76538749114255,27.964498247780128,255.9459991455078,142.87354129515106,,25.87121686586069,38.099963344213236,173.04571321348848,28.123514490424732,257.0360107421875,144.13574949620482,,26.145586941730105,38.76762356571335,174.71479824305354,177482800.0,44533800,9149800.0,,44344000.0,35945400.0,182925100.0
2015-07-01,28.35420036315918,258.6210021972656,144.46153259277344,,25.937820434570312,38.54218673706055,174.91712951660156,28.43034997397172,265.1719970703125,144.80356069631137,,26.129184006518592,39.21851650287249,175.36390477020115,28.217580460031034,255.7740020751953,143.7937912480076,,25.758388881708004,38.23870297232498,174.12473178749613,28.42139109571546,263.3450012207031,144.59997904811092,,26.081467306642935,38.55085618968092,175.11100996220262,120955200.0,27029800,4135100.0,,39220000.0,28343900.0,135979900.0
2015-07-02,28.318368911743164,255.41200256347656,144.176513671875,,26.01535987854004,38.49881362915039,174.75692749023438,28.374360623948455,261.6310119628906,144.9908401965107,,26.077490562058134,38.802293934614376,175.56618814172808,28.168309824397074,254.11599731445312,143.85077560663873,,25.900046103530272,38.204002771976555,174.33544051529762,28.316128764810145,258.552001953125,144.77910734769796,,25.900046103530272,38.56817913853334,175.3975959243057,108844000.0,21551900,4008600.0,,24718000.0,21752000.0,104373700.0
2015-07-03,28.318368911743164,256.33599853515625,144.176513671875,,26.01535987854004,38.49881362915039,174.75692749023438,28.374360623948455,257.0769958496094,144.9908401965107,,26.077490562058134,38.802293934614376,175.56618814172808,28.168309824397074,253.5050048828125,143.85077560663873,,25.900046103530272,38.204002771976555,174.33544051529762,28.316128764810145,255.45899963378906,144.77910734769796,,25.900046103530272,38.56817913853334,175.3975959243057,108844000.0,19033800,4008600.0,,24718000.0,21752000.0,104373700.0
2015-07-04,28.318368911743164,260.885986328125,144.176513671875,,26.01535987854004,38.49881362915039,174.75692749023438,28.374360623948455,261.4570007324219,144.9908401965107,,26.077490562058134,38.802293934614376,175.56618814172808,28.168309824397074,254.1999969482422,143.85077560663873,,25.900046103530272,38.204002771976555,174.33544051529762,28.316128764810145,256.4909973144531,144.77910734769796,,25.900046103530272,38.56817913853334,175.3975959243057,108844000.0,15620400,4008600.0,,24718000.0,21752000.0,104373700.0
2015-07-05,28.318368911743164,271.9129943847656,144.176513671875,,26.01535987854004,38.49881362915039,174.75692749023438,28.374360623948455,274.5060119628906,144.9908401965107,,26.077490562058134,38.802293934614376,175.56618814172808,28.168309824397074,258.70098876953125,143.85077560663873,,25.900046103530272,38.204002771976555,174.33544051529762,28.316128764810145,260.80499267578125,144.77910734769796,,25.900046103530272,38.56817913853334,175.3975959243057,108844000.0,44156100,4008600.0,,24718000.0,21752000.0,104373700.0
2015-07-06,28.219823837280273,269.0299987792969,143.87535095214844,,25.988521575927734,38.49015808105469,174.2595977783203,28.271336965967965,277.4219970703125,144.2499470023047,,26.107316561905265,38.56819638130379,175.04355747579245,27.96226161130483,267.6000061035156,142.7841552798552,,25.796663113506003,38.10863933966392,173.25645659425425,27.98241951687184,271.1080017089844,142.98773711837183,,25.821515010162308,38.117308791829934,173.45877499816478,112241600.0,49154800,3748700.0,,25610000.0,23034000.0,117975400.0
2015-07-07,28.150390625,266.2070007324219,144.64877319335938,,26.095882415771484,38.412105560302734,175.35543823242188,28.25341515888116,271.34100341796875,144.73019836153298,,26.1535402552776,38.57685485966404,175.4818791751677,27.72037302474792,264.8320007324219,142.05107051391818,,25.60679096117702,37.56235733200168,172.05940712206035,28.195183306259196,269.9630126953125,144.03802851671202,,26.001941225389345,38.4467899715038,174.46188793632126,187787200.0,28857600,7783800.0,,31944000.0,36435800.0,173820200.0
2015-07-08,27.451616287231445,270.7850036621094,142.50717163085938,,25.68880271911621,38.36008834838867,172.4134979248047,27.9152275908007,272.97100830078125,143.67980405980987,,25.9822587374143,38.93236799341804,174.29332663471078,27.444897555238352,264.385986328125,142.32801876390087,,25.65301613974451,38.177996814484025,172.17746619722743,27.879393783927053,265.98199462890625,143.4110747593721,,25.89855636662042,38.53350381658276,174.00671851733333,243046400.0,36980200,6849400.0,,25934000.0,39785900.0,164020100.0
2015-07-09,26.89169692993164,269.2279968261719,142.7188720703125,,25.88016700744629,38.602874755859375,172.725341796875,27.78532409388832,272.3349914550781,144.51853928106686,,26.033753135506437,39.20983885071363,174.79063808028914,26.701325468158796,267.08599853515625,142.67816568178466,,25.86376403475613,38.585532546556315,172.61576393983106,27.738291265125472,270.8269958496094,144.2579488109185,,26.00144585869825,38.80230520131225,174.52930537438917,314380000.0,40301200,4581400.0,,36846000.0,32424700.0,144113100.0
2015-07-10,27.61063003540039,284.8940124511719,144.4696502685547,,26.349872589111328,38.680908203125,174.9002685546875,27.73829105786891,294.59100341796875,144.78723706898546,,26.470654657364637,39.14046511523572,175.32175561887746,27.147018773937745,268.802001953125,143.82632545124955,,26.122225665536675,38.64622378885949,172.7675450389075,27.31051530875665,269.156005859375,144.3149262637437,,26.159007683747472,39.02774242271671,174.740101412253,245418000.0,100390000,4504400.0,,39134000.0,25465800.0,129456900.0
2015-07-11,27.61063003540039,293.114990234375,144.4696502685547,,26.349872589111328,38.680908203125,174.9002685546875,27.73829105786891,298.5060119628906,144.78723706898546,,26.470654657364637,39.14046511523572,175.32175561887746,27.147018773937745,283.5299987792969,143.82632545124955,,26.122225665536675,38.64622378885949,172.7675450389075,27.31051530875665,284.8800048828125,144.3149262637437,,26.159007683747472,39.02774242271671,174.740101412253,245418000.0,41109900,4504400.0,,39134000.0,25465800.0,129456900.0
2015-07-12,27.61063003540039,310.86700439453125,144.4696502685547,,26.349872589111328,38.680908203125,174.9002685546875,27.73829105786891,314.3940124511719,144.78723706898546,,26.470654657364637,39.14046511523572,175.32175561887746,27.147018773937745,292.5050048828125,143.82632545124955,,26.122225665536675,38.64622378885949,172.7675450389075,27.31051530875665,293.1400146484375,144.3149262637437,,26.159007683747472,39.02774242271671,174.740101412253,245418000.0,56405000,4504400.0,,39134000.0,25465800.0,129456900.0
2015-07-13,28.14366912841797,292.0539855957031,146.25306701660156,,27.1660213470459,39.487308502197266,176.83065795898438,28.166065466847005,310.947998046875,146.33449222382794,,27.19385577385191,39.55667403333393,176.9402358313004,27.843552725529364,281.010986328125,145.60160323059932,,26.462703401648398,38.975724892772305,176.13098800187302,28.002568949725955,310.8269958496094,145.62603203533106,,26.48655985655802,39.00173655348752,176.17313927403873,165762000.0,62053900,3873800.0,,44130000.0,28178300.0,106069400.0
2015-07-14,28.132476806640625,287.4639892578125,146.84756469726562,,27.889223098754883,39.55667495727539,177.59771728515625,28.30269209496647,296.1470031738281,147.01856638013783,,28.12526965301864,39.85148591379085,177.9096263435849,28.004815767579114,286.63800048828125,146.016947817818,,27.173975039183617,39.28787896977107,176.7294552841644,28.228782622685728,292.03399658203125,146.13095308161343,,27.176458901488708,39.409271132861846,176.78846962537725,127072400.0,28727200,2757100.0,,64882000.0,22880300.0,81709600.0
2015-07-15,28.40347671508789,285.8290100097656,146.85569763183594,,27.845481872558594,39.678062438964844,177.5387725830078,28.47738618793802,293.24798583984375,147.16514580363457,,28.1577754085403,39.7907851375446,178.10356367651093,28.125758291061004,285.36700439453125,146.49739183830937,,27.674996014279884,39.391924275109126,177.05827118035907,28.157113514318965,288.0450134277344,146.83942004168753,,27.84100902442781,39.608696914392056,177.6399253571386,134596800.0,27486600,3407900.0,,35692000.0,26629600.0,97914100.0
2015-07-16,28.7819766998291,278.0889892578125,147.45013427734375,,28.821184158325195,40.45844268798828,178.96339416503906,28.795417580581077,291.1830139160156,147.5967071118241,,28.86243902660626,40.484454344586254,178.96339416503906,28.522176060091958,275.239990234375,146.9859621168786,,28.083071273688493,39.8601514324206,178.3564518173812,28.609522988935005,286.0419921875,147.55598829369995,,28.089036335532974,39.89483253865531,178.6009086333274,144889600.0,49482600,2495100.0,,95366000.0,26271700.0,106683300.0
2015-07-17,29.030574798583984,279.47198486328125,147.1582794189453,,33.44768524169922,40.42375564575195,179.11517333984375,29.030574798583984,280.2799987792969,147.22348896943927,,33.52413132526842,40.562489984733695,179.17418771420668,28.73717884469326,272.0429992675781,146.72627702969154,,32.05943740910099,40.111602556121134,178.5419569974048,28.909634233282784,278.09100341796875,147.11753433265537,,32.25825638402284,40.36305957917791,178.95500616687792,184658800.0,27591400,2762300.0,,223298000.0,29467100.0,89030000.0
2015-07-18,29.030574798583984,274.9010009765625,147.1582794189453,,33.44768524169922,40.42375564575195,179.11517333984375,29.030574798583984,282.5270080566406,147.22348896943927,,33.52413132526842,40.562489984733695,179.17418771420668,28.73717884469326,274.07501220703125,146.72627702969154,,32.05943740910099,40.111602556121134,178.5419569974048,28.909634233282784,279.33099365234375,147.11753433265537,,32.25825638402284,40.36305957917791,178.95500616687792,184658800.0,25187100,2762300.0,,223298000.0,29467100.0,89030000.0
2015-07-19,29.030574798583984,273.614013671875,147.1582794189453,,33.44768524169922,40.42375564575195,179.11517333984375,29.030574798583984,275.6700134277344,147.22348896943927,,33.52413132526842,40.562489984733695,179.17418771420668,28.73717884469326,272.51300048828125,146.72627702969154,,32.05943740910099,40.111602556121134,178.5419569974048,28.909634233282784,274.7669982910156,147.11753433265537,,32.25825638402284,40.36305957917791,178.95500616687792,184658800.0,15332500,2762300.0,,223298000.0,29467100.0,89030000.0
2015-07-20,29.579303741455078,278.9809875488281,147.28054809570312,,32.95511245727539,40.68388366699219,179.20785522460938,29.780872540979825,278.9809875488281,147.61474236910402,,33.24638039877022,40.865975181335315,179.70520684098412,29.272466830781838,272.9599914550781,147.01156337107187,,32.457570173555645,40.26768063419929,178.88753382331157,29.33293883762444,273.4989929199219,147.49246980111727,,32.76723007313101,40.44977214854242,179.34273416345243,235600800.0,22711400,2961600.0,,117218000.0,30631900.0,70446800.0
2015-07-21,29.283666610717773,275.8330078125,145.87860107421875,,32.91932678222656,40.99604415893555,178.49977111816406,29.769674281274277,280.5469970703125,146.48178018464904,,33.45116534217605,41.03940133683045,179.3343201332078,29.18736250239939,275.41900634765625,145.43843964736496,,32.521688845449425,40.30237231256464,178.19629991839946,29.75399837833402,278.8819885253906,146.46547468505577,,32.56692168710078,40.5624988414927,179.07298734951698,307025600.0,22930700,5026700.0,,67544000.0,42781900.0,77965000.0
2015-07-22,28.045127868652344,277.22198486328125,145.33255004882812,,32.909385681152344,39.487308502197266,178.17938232421875,28.107838310210372,277.6659851074219,145.83790882536456,,33.73149869390523,40.69256396143024,178.51657958900148,27.321714226436196,274.3810119628906,144.95759801505562,,32.75530277287498,39.19249755256783,177.7747584692399,27.321714226436196,275.6570129394531,145.4385047499827,,32.849242076966505,39.40059745366609,177.80847176433798,461802400.0,19389800,3811500.0,,78586000.0,59152400.0,88667900.0
2015-07-23,28.031692504882812,276.04901123046875,144.40330505371094,,32.023643493652344,39.98155212402344,177.17626953125,28.463946896391388,278.1109924316406,145.35697179005132,,32.985425182162565,40.085602080355486,178.41544234296634,28.00929445230741,275.71600341796875,144.13432021462185,,31.860611137280582,39.10578867747063,176.81379688458756,28.264616531337147,277.34100341796875,145.35697179005132,,32.86812243096123,39.25319581432213,178.3142895788303,203998000.0,18531300,4968600.0,,60582000.0,33934000.0,90509100.0
2015-07-24,27.883867263793945,288.27801513671875,143.06654357910156,,30.99376678466797,39.83413314819336,175.3385467529297,28.161585623960516,289.25299072265625,144.47666495057456,,32.21699685266095,40.1636284376198,177.3363905012912,27.749487522341163,275.2539978027344,142.895366881574,,30.942074010352293,39.7127410172698,175.00136238504692,28.06751997581668,276.0050048828125,144.460359446654,,32.15884034846807,39.80812149376331,177.27738902515333,168649200.0,37199400,4591300.0,,72514000.0,32333200.0,117755000.0
2015-07-25,27.883867263793945,288.6969909667969,143.06654357910156,,30.99376678466797,39.83413314819336,175.3385467529297,28.161585623960516,290.7330017089844,144.47666495057456,,32.21699685266095,40.1636284376198,177.3363905012912,27.749487522341163,286.00201416015625,142.895366881574,,30.942074010352293,39.7127410172698,175.00136238504692,28.06751997581668,288.16400146484375,144.460359446654,,32.15884034846807,39.80812149376331,177.27738902515333,168649200.0,20662200,4591300.0,,72514000.0,32333200.0,117755000.0
2015-07-26,27.883867263793945,292.6860046386719,143.06654357910156,,30.99376678466797,39.83413314819336,175.3385467529297,28.161585623960516,293.052001953125,144.47666495057456,,32.21699685266095,40.1636284376198,177.3363905012912,27.749487522341163,287.70599365234375,142.895366881574,,30.942074010352293,39.7127410172698,175.00136238504692,28.06751997581668,288.6400146484375,144.460359446654,,32.15884034846807,39.80812149376331,177.27738902515333,168649200.0,16032300,4591300.0,,72514000.0,32333200.0,117755000.0
2015-07-27,27.496414184570312,293.6239929199219,142.0149383544922,,31.177675247192383,39.32255172729492,174.31858825683594,27.684547259692128,297.77398681640625,142.4632460592821,,31.52759454774371,39.89483130862014,174.9592567306815,27.350837073843998,287.45001220703125,141.64814566418954,,30.841671263151827,39.23584400284988,173.87181306468705,27.568083520632968,292.6390075683594,142.2105669267946,,30.866523157620648,39.834135239971076,174.44504207482453,177822000.0,30592000,5370200.0,,53508000.0,39701400.0,132361100.0
2015-07-28,27.633028030395508,294.427001953125,143.54742431640625,,31.214454650878906,39.31388854980469,176.4597625732422,27.751731890613442,296.64898681640625,143.68598998108192,,31.454528458594698,39.57401507232636,176.60306662076323,27.44713685232689,293.4230041503906,142.07209363300018,,30.981341345375515,38.83698937390026,174.32703921777386,27.633028030395508,293.63299560546875,142.52854816074426,,31.454528458594698,39.52199175243494,175.1615753099707,134472400.0,25453600,5625900.0,,34546000.0,34328900.0,123544800.0
2015-07-29,27.54567527770996,289.5899963378906,144.48480224609375,,31.4097957611084,40.13762283325195,177.6736297607422,27.65989882010813,294.5360107421875,144.7293350394465,,31.480872143060136,40.56249535552671,177.90122347465888,27.38441891402573,288.7770080566406,143.59634511978476,,30.948536852785313,39.2445173068457,176.44288208759366,27.581510784631355,294.4840087890625,143.72676426790017,,31.254220660656976,39.36591276375505,176.58618612098044,148046800.0,24672600,4175900.0,,31502000.0,40945900.0,105791300.0
2015-07-30,27.406827926635742,287.72198486328125,144.45216369628906,,31.44260025024414,40.64921188354492,177.71578979492188,27.45162061947957,290.1260070800781,144.59072933876402,,31.573323457475563,41.1000994327253,177.88438202705655,27.259008964534047,286.5679931640625,143.56370681588737,,30.918715772481974,39.8254750784594,176.5356184444537,27.395628899058934,289.1029968261719,144.30543908590607,,31.313866028919914,40.11161328200961,177.159423852391,134513200.0,21635800,3659000.0,,29484000.0,39777900.0,91304400.0
2015-07-31,27.167173385620117,284.6499938964844,144.0121307373047,,31.095661163330078,40.493133544921875,177.44606018066406,27.46728807590613,288.9590148925781,144.86798982171047,,31.45850411845857,41.07408268596527,178.24688305785756,27.079826470761883,282.343994140625,143.85727189580763,,31.090192874549004,40.319714755403986,177.15945205413416,27.458329198903865,287.6960144042969,144.81908572045222,,31.382456224411627,41.00471715477109,178.2215948621499,171540000.0,23629100,4483800.0,,34122000.0,31201500.0,103266900.0
2015-08-01,27.167173385620117,281.60101318359375,144.0121307373047,,31.095661163330078,40.493133544921875,177.44606018066406,27.46728807590613,284.9320068359375,144.86798982171047,,31.45850411845857,41.07408268596527,178.24688305785756,27.079826470761883,278.11199951171875,143.85727189580763,,31.090192874549004,40.319714755403986,177.15945205413416,27.458329198903865,284.6860046386719,144.81908572045222,,31.382456224411627,41.00471715477109,178.2215948621499,171540000.0,18995000,4483800.0,,34122000.0,31201500.0,103266900.0
2015-08-02,27.167173385620117,282.614013671875,144.0121307373047,,31.095661163330078,40.493133544921875,177.44606018066406,27.46728807590613,283.0320129394531,144.86798982171047,,31.45850411845857,41.07408268596527,178.24688305785756,27.079826470761883,277.52899169921875,143.85727189580763,,31.090192874549004,40.319714755403986,177.15945205413416,27.458329198903865,280.4490051269531,144.81908572045222,,31.382456224411627,41.00471715477109,178.2215948621499,171540000.0,17722200,4483800.0,,34122000.0,31201500.0,103266900.0
2015-08-03,26.526634216308594,281.22698974609375,143.25396728515625,,31.374006271362305,40.5885124206543,176.84750366210938,27.45161669011406,285.47100830078125,144.16687621191082,,31.46576127760392,40.75325844487649,177.47130903105193,26.320583416018234,280.2330017089844,142.43071994495446,,31.082241581941574,40.27635927354854,175.88651384997527,27.211972229365205,282.8059997558594,144.12613112139243,,31.082241581941574,40.73591623584971,177.4123075417363,279904000.0,21474100,4530500.0,,26090000.0,24125900.0,113965700.0
2015-08-04,25.675559997558594,285.2179870605469,142.9033966064453,,31.276586532592773,41.221492767333984,176.50192260742188,26.360898023782894,285.7149963378906,143.56362588736198,,31.55294369885547,41.36889659898495,177.23530596429305,25.364246207297786,281.2250061035156,142.503992965083,,31.172704209021227,40.47579423437642,176.0129960819197,26.298187578080213,281.2250061035156,143.28648232119014,,31.2353316666318,40.53649031890194,176.77166763297515,496554400.0,21908700,4055700.0,,29818000.0,33403900.0,81820800.0
2015-08-05,25.845775604248047,281.8819885253906,142.93606567382812,,31.998794555664062,41.25617599487305,177.08355712890625,26.30266819695184,285.5010070800781,143.88158551331287,,32.20159148708351,41.975859536706956,178.12883667311712,25.106684293664838,281.4880065917969,142.6670809382445,,31.470933991325005,41.22149157395158,176.79693618871565,25.29705578010854,284.84698486328125,143.32731054492692,,31.5290867072702,41.60301028102234,177.40387850724701,397250400.0,20128000,4565500.0,,46686000.0,26959700.0,85786800.0
2015-08-06,25.90201759338379,278.5769958496094,142.00689697265625,,31.944116592407227,40.42375564575195,175.63365173339844,26.210241653937203,281.906005859375,143.1724854306891,,32.078271692572365,41.42091098121844,177.37860136075744,25.67478840803341,278.40301513671875,141.5422834334711,,31.42569854018754,40.17230193038273,175.0435595971987,26.091002202592456,281.906005859375,143.0339197534201,,32.05943226193607,41.36888436371745,177.26901061613233,211612000.0,18792100,5374100.0,,31452000.0,27368000.0,116030800.0
2015-08-07,25.989755630493164,279.5849914550781,141.69712829589844,,31.577301025390625,40.52780532836914,175.29647827148438,26.15399220777394,280.3919982910156,141.92535553812417,,31.94412010047298,40.56248642930901,175.62523768738575,25.760276196044007,276.3659973144531,140.8494288872675,,31.299453522395627,40.111599040218096,174.38606461296547,25.77827505424626,278.7409973144531,141.73788582574986,,31.82234637603051,40.22432171441264,175.4735085090152,154681600.0,42484800,6158400.0,,28078000.0,19163000.0,117858000.0
2015-08-08,25.989755630493164,260.99700927734375,141.69712829589844,,31.577301025390625,40.52780532836914,175.29647827148438,26.15399220777394,279.9280090332031,141.92535553812417,,31.94412010047298,40.56248642930901,175.62523768738575,25.760276196044007,260.7099914550781,140.8494288872675,,31.299453522395627,40.111599040218096,174.38606461296547,25.77827505424626,279.74200439453125,141.73788582574986,,31.82234637603051,40.22432171441264,175.4735085090152,154681600.0,58533000,6158400.0,,28078000.0,19163000.0,117858000.0
2015-08-09,25.989755630493164,265.0830078125,141.69712829589844,,31.577301025390625,40.52780532836914,175.29647827148438,26.15399220777394,267.00299072265625,141.92535553812417,,31.94412010047298,40.56248642930901,175.62523768738575,25.760276196044007,260.4679870605469,140.8494288872675,,31.299453522395627,40.111599040218096,174.38606461296547,25.77827505424626,261.1159973144531,141.73788582574986,,31.82234637603051,40.22432171441264,175.4735085090152,154681600.0,23789600,6158400.0,,28078000.0,19163000.0,117858000.0
2015-08-10,26.934682846069336,264.4700012207031,143.612548828125,,31.499265670776367,41.03940200805664,177.50503540039062,26.99542686441503,267.0320129394531,143.7185158655397,,31.981897194994527,41.17813637959991,177.589325079906,26.216994045857348,262.59600830078125,142.4795597115414,,31.37594854011777,40.61452613463069,176.41759177371785,26.216994045857348,265.4779968261719,142.4795597115414,,31.785067218418707,40.70990663525824,176.41759177371785,219806400.0,20979400,4504000.0,,36184000.0,23079900.0,80270700.0
2015-08-11,25.533050537109375,270.385986328125,141.91717529296875,,32.84376907348633,40.24168014526367,175.9033966064453,26.58821021293682,270.385986328125,142.55295280776818,,33.545594696111,40.7012371679736,176.57777843102267,25.497054529831722,264.093994140625,141.48517294156528,,32.520192016177496,39.799465333860155,175.13628712020406,26.50496676412921,264.3420104980469,142.30842012420328,,33.26227895533892,40.5971872078237,176.15629139850725,388331200.0,25433900,6761100.0,,100584000.0,29237400.0,126081400.0
